trans_id,day,time,bar,drinker,tip,total
2405,7,"154227","Romano's Macaroni Grill","Deven Lara",0.74,6.16
2406,2,"201752","Black Angus Steakhouse","Phillip Knight",0.81,80.61
2407,5,"214100","Black Angus Steakhouse","Phillip Knight",1.46,73.07
2408,2,"130853","Jonathan's Restaurant","Phillip Knight",0.13,6.37
2409,4,"100503","Round-Up Saloon","Phillip Knight",5.53,92.19
2410,1,"164626","Modoggies Bar & Grill","Phillip Knight",7.59,84.32
2411,4,"194000","Off Broadway","Colten Everett",14.08,140.8
2412,7,"213127","Off Broadway","Colten Everett",0.09,9.46
2413,3,"135514","Club 101","Colten Everett",2.62,52.48
2414,4,"142036","Olive Garden","Colten Everett",1.28,16.0
2415,1,"223328","Off Broadway","Colten Everett",13.11,109.29
2416,4,"094131","World Beer Direct","Malik Johnson",1.53,12.79
2417,6,"144113","Wibs","Malik Johnson",1.05,35.15
2418,7,"151927","Smitty's Sports Pub","Malik Johnson",2.65,33.07
2419,6,"072304","World Beer Direct","Malik Johnson",1.76,29.3
2420,1,"060546","World Beer Direct","Malik Johnson",5.3,66.25
2421,2,"203037","Pei Wei Asian Diner","Sierra Bowman",3.55,44.43
2422,3,"235536","Jovan's Lounge Ltd","Sierra Bowman",2.29,76.23
2423,5,"214008","Hooters","Sierra Bowman",0.0,32.72
2424,6,"123213","Jovan's Lounge Ltd","Sierra Bowman",0.0,7.89
2425,5,"145543","Jovan's Lounge Ltd","Sierra Bowman",1.79,59.61
2426,2,"172741","Señor Frog's","Collin Morales",5.23,130.86
2427,7,"143518","Xtc Cabaret","Collin Morales",2.08,16.0
2428,2,"122203","Xtc Cabaret","Collin Morales",0.32,16.0
2429,3,"154049","Xtc Cabaret","Collin Morales",0.04,1.08
2430,7,"111712","Xtc Cabaret","Collin Morales",0.14,1.52
2431,2,"101730","Hotshots Sports Bar & Grill","Leonidas Keith",4.23,35.29
2432,3,"191000","Comedy Cellar","Leonidas Keith",3.79,25.25
2433,5,"205426","Shanahan's Lafayette","Leonidas Keith",18.59,132.78
2434,3,"201237","Lone Star Athletic Football Club","Leonidas Keith",1.93,27.55
2435,5,"075500","Hotshots Sports Bar & Grill","Leonidas Keith",3.29,65.81
2436,2,"163113","Golden Corral","Josie Holloway",4.43,34.08
2437,5,"214655","Ad Card Promotions","Josie Holloway",8.27,137.77
2438,4,"192710","Golden Corral","Josie Holloway",11.2,86.19
2439,6,"203158","Charlie Brown's Steakhouse","Josie Holloway",4.52,150.59
2440,3,"224521","Steak 'n Shake","Josie Holloway",2.53,42.2
2441,2,"172526","Champions Sports Bar","Philip Oneal",4.41,40.11
2442,5,"211521","Champions Sports Bar","Philip Oneal",16.29,148.12
2443,1,"002603","Kells Restaurant","Philip Oneal",1.78,14.82
2444,3,"214653","P. F. Chang's China Bistro","Philip Oneal",3.44,68.73
2445,6,"215155","Hoss's Steak and Sea House","Philip Oneal",1.13,28.22
2446,6,"140737","Cheddar's Casual Café","Natalia Beck",8.88,88.82
2447,7,"222500","Double Olive Lounge","Natalia Beck",1.86,92.92
2448,3,"011233","Double Olive Lounge","Natalia Beck",2.24,55.99
2449,1,"162411","Double Olive Lounge","Natalia Beck",8.25,63.43
2450,2,"163400","Cheddar's Casual Café","Natalia Beck",6.57,82.07
2451,7,"090755","Milo's Sports Tavern","Talia Jacobs",13.1,93.59
2452,7,"162022","Big Shots Sports Bar & Grill","Talia Jacobs",7.38,67.08
2453,4,"152949","Famous Dave's","Talia Jacobs",8.07,80.73
2454,7,"131151","Milo's Sports Tavern","Talia Jacobs",2.61,43.58
2455,2,"193635","Big Shots Sports Bar & Grill","Talia Jacobs",0.0,159.36
2456,3,"161838","Joe's Crab Shack","Edith Stark",0.24,24.08
2457,5,"202326","New York Dolls","Edith Stark",1.48,49.32
2458,5,"212744","Toc Bar","Edith Stark",1.35,67.52
2459,1,"174926","Atomic Cantina","Edith Stark",4.13,51.61
2460,3,"232301","Toc Bar","Edith Stark",0.97,13.8
2461,2,"194603","Pizza Shoppe","Dale Quinn",3.99,66.43
2462,5,"164855","Pizza Shoppe","Dale Quinn",1.65,33.01
2463,3,"231934","Pizza Shoppe","Dale Quinn",3.3,33.01
2464,7,"155444","Dave & Buster's","Dale Quinn",17.84,118.9
2465,5,"141607","Dave & Buster's","Dale Quinn",0.4,40.45
2466,4,"190546","Atkins Park Tavern","Briana Alvarado",0.54,54.23
2467,3,"133821","Smokey Bones","Briana Alvarado",11.41,81.51
2468,3,"204427","Atkins Park Tavern","Briana Alvarado",4.77,79.52
2469,5,"144109","Bubba Gump Shrimp Company","Briana Alvarado",7.02,58.49
2470,7,"214717","Bubba Gump Shrimp Company","Briana Alvarado",4.16,41.61
2471,2,"232132","Charles A. Meyer","Ellen Ellis",10.8,90.01
2472,4,"151057","Maria C. Estabil","Ellen Ellis",2.43,48.62
2473,4,"230555","Charles A. Meyer","Ellen Ellis",1.21,40.2
2474,2,"153526","Maria C. Estabil","Ellen Ellis",11.04,122.64
2475,2,"214259","New West","Ellen Ellis",2.75,30.53
2476,7,"235545","New York Dolls","Braedon Mcclain",5.03,35.94
2477,5,"160913","California Pizza Kitchen","Braedon Mcclain",1.36,45.34
2478,4,"121942","Met Lounge","Braedon Mcclain",0.0,13.35
2479,7,"092453","Perkins Restaurant and Bakery","Braedon Mcclain",1.56,156.35
2480,3,"130958","New York Dolls","Braedon Mcclain",0.44,44.02
2481,1,"174031","Rascal's","Maggie Washington",15.79,121.49
2482,7,"201940","Crystal Corner Bar","Maggie Washington",6.78,52.12
2483,3,"191135","Cheddar's Casual Café","Maggie Washington",0.0,84.25
2484,1,"221233","Stonebridge Village Poa","Maggie Washington",3.49,87.35
2485,3,"154535","Stanhope House","Maggie Washington",2.23,24.82
2486,7,"171543","Cheddar's Casual Café","Paige Wyatt",0.0,13.86
2487,4,"205526","Hooters","Paige Wyatt",5.77,64.06
2488,6,"142859","Jovan's Lounge Ltd","Paige Wyatt",1.53,10.17
2489,1,"120725","Double Down Saloon","Paige Wyatt",3.12,44.54
2490,2,"142512","Jovan's Lounge Ltd","Paige Wyatt",2.63,21.88
2491,3,"073828","Bennigan's","Davian Benton",4.07,101.81
2492,4,"115026","Bennigan's","Davian Benton",5.97,74.6
2493,5,"223952","The Old Spaghetti Factory","Davian Benton",2.53,126.37
2494,1,"173619","Atkins Park Tavern","Davian Benton",1.53,38.24
2495,5,"203631","Atkins Park Tavern","Davian Benton",1.62,81.07
2496,3,"143522","Wibs","Emilia Mcpherson",0.48,16.12
2497,5,"151644","Uno Chicago Grill","Emilia Mcpherson",0.0,96.31
2498,5,"182102","Atkins Park Tavern","Emilia Mcpherson",4.72,42.89
2499,7,"170931","Atkins Park Tavern","Emilia Mcpherson",1.08,8.34
2500,7,"201022","Atkins Park Tavern","Emilia Mcpherson",0.0,65.27
2501,5,"163117","Scores","Adeline Hatfield",6.28,62.81
2502,1,"163028","Stingers Sports Pub & Grill","Adeline Hatfield",3.27,108.94
2503,7,"172909","Scores","Adeline Hatfield",0.75,14.93
2504,3,"113528","Denny's","Adeline Hatfield",0.0,78.59
2505,3,"211840","Stingers Sports Pub & Grill","Adeline Hatfield",5.15,85.76
2506,6,"221908","Phebe's","Jerimiah Weeks",6.57,93.91
2507,4,"173240","Double Down Saloon","Jerimiah Weeks",0.94,18.73
2508,6,"151627","Sheffield Wine & Spirits Center","Jerimiah Weeks",11.21,86.22
2509,3,"023605","Firefly Club","Jerimiah Weeks",5.47,60.74
2510,7,"092102","Perkins Restaurant and Bakery","Jerimiah Weeks",21.33,177.71
2511,5,"003047","Dixie Taverne","Ezequiel Valenzuela",5.02,55.82
2512,1,"011003","Charlie Brown's Steakhouse","Ezequiel Valenzuela",10.72,119.16
2513,2,"213742","Dixie Taverne","Ezequiel Valenzuela",8.78,58.5
2514,1,"122317","Club 101","Ezequiel Valenzuela",6.22,77.81
2515,3,"205018","Dixie Taverne","Ezequiel Valenzuela",0.48,47.53
2516,1,"133345","Pei Wei Asian Diner","Sarah Craig",0.47,47.1
2517,6,"091645","Xtc Cabaret","Sarah Craig",2.05,20.51
2518,5,"172920","Xtc Cabaret","Sarah Craig",1.0,7.17
2519,3,"164752","Wolfs Tavern","Sarah Craig",4.3,107.45
2520,2,"224054","Toc Bar","Sarah Craig",16.28,180.88
2521,7,"211755","Señor Frog's","Rhianna Schaefer",2.96,98.74
2522,7,"191605","Señor Frog's","Rhianna Schaefer",10.48,69.88
2523,1,"131439","Jovan's Lounge Ltd","Rhianna Schaefer",3.17,45.31
2524,3,"015332","Jovan's Lounge Ltd","Rhianna Schaefer",2.43,40.57
2525,6,"135103","Jovan's Lounge Ltd","Rhianna Schaefer",6.42,58.4
2526,3,"112653","Xtc Cabaret","Norah Morris",0.63,10.56
2527,4,"174945","Black-eyed Pea","Norah Morris",3.21,106.98
2528,3,"172502","Black-eyed Pea","Norah Morris",13.91,106.98
2529,1,"163557","Dave & Buster's","Norah Morris",1.93,38.61
2530,2,"135553","Jonathan's Restaurant","Norah Morris",9.82,75.55
2531,7,"114346","Famous Dave's","Ashlyn Hamilton",6.83,97.63
2532,1,"132816","Famous Dave's","Ashlyn Hamilton",3.5,43.81
2533,1,"193905","Big Shots Sports Bar & Grill","Ashlyn Hamilton",4.4,87.99
2534,5,"133249","Famous Dave's","Ashlyn Hamilton",0.69,69.4
2535,1,"224416","New York Dolls","Ashlyn Hamilton",1.68,12.96
2536,2,"152902","Uno Chicago Grill","Billy Mckenzie",8.18,81.77
2537,5,"195255","Caledonia Lounge","Billy Mckenzie",6.05,86.47
2538,1,"231321","Caledonia Lounge","Billy Mckenzie",5.68,63.09
2539,6,"140857","Caledonia Lounge","Billy Mckenzie",11.73,146.59
2540,4,"220851","Caledonia Lounge","Billy Mckenzie",0.91,15.24
2541,6,"223036","Charlie Brown's Steakhouse","Braden Hughes",1.92,95.95
2542,6,"181735","Basement","Braden Hughes",1.41,12.79
2543,5,"004446","On the Border Mexican Grill & Cantina","Braden Hughes",2.4,60.05
2544,5,"222958","Charlie Brown's Steakhouse","Braden Hughes",3.19,159.54
2545,1,"203030","Basement","Braden Hughes",4.06,67.68
2546,2,"163354","J D Bar Corp","Jake Decker",0.73,73.48
2547,7,"091342","Jekyll & Hydes","Jake Decker",2.88,71.91
2548,7,"211307","Buffalo Wild Wings","Jake Decker",0.68,22.64
2549,4,"184331","Hooters","Jake Decker",3.3,36.63
2550,6,"191206","Hooters","Jake Decker",4.61,38.4
2551,7,"153621","War Room","Celia Adams",2.49,49.74
2552,6,"224524","Hoss's Steak and Sea House","Celia Adams",5.38,107.54
2553,1,"194853","Hoss's Steak and Sea House","Celia Adams",7.93,99.16
2554,4,"215536","Daddy's","Celia Adams",0.0,73.65
2555,2,"155349","Hoss's Steak and Sea House","Celia Adams",1.75,21.89
2556,2,"200511","Topper","Nyla Dorsey",1.31,11.95
2557,3,"225555","Topper","Nyla Dorsey",2.63,131.73
2558,2,"150644","Ivar's Sports Bar & Grill","Nyla Dorsey",4.9,44.53
2559,4,"183459","Schileens Pub","Nyla Dorsey",1.76,22.06
2560,5,"160757","Johnny Rockets","Nyla Dorsey",1.09,54.35
2561,2,"101004","Perkins Restaurant and Bakery","Jaydin George",10.62,117.95
2562,7,"214940","Topper","Jaydin George",9.22,131.73
2563,4,"231821","Perkins Restaurant and Bakery","Jaydin George",0.0,177.71
2564,7,"145428","Firefly Club","Jaydin George",0.95,7.89
2565,7,"224854","Ground Round","Jaydin George",1.03,34.2
2566,4,"223446","Moms Toy Box","Lilah Dudley",2.62,32.72
2567,3,"093939","Moms Toy Box","Lilah Dudley",1.23,30.86
2568,1,"013118","Moms Toy Box","Lilah Dudley",5.52,55.24
2569,5,"012324","Moms Toy Box","Lilah Dudley",1.22,24.39
2570,2,"083652","Wolfs Tavern","Lilah Dudley",1.09,15.52
2571,3,"174934","Kells Restaurant","Giuliana Stokes",4.24,28.24
2572,5,"205034","Phebe's","Giuliana Stokes",3.13,28.42
2573,4,"144801","Kells Restaurant","Giuliana Stokes",1.23,24.63
2574,3,"134230","Kells Restaurant","Giuliana Stokes",3.31,47.33
2575,1,"000526","Phebe's","Giuliana Stokes",0.0,29.37
2576,4,"123059","Modoggies Bar & Grill","Rowan Burke",0.59,29.49
2577,2,"125122","Modoggies Bar & Grill","Rowan Burke",9.23,61.55
2578,5,"151934","Olive Garden","Rowan Burke",5.11,102.28
2579,6,"172720","Friendly's","Rowan Burke",5.43,67.92
2580,3,"123157","Modoggies Bar & Grill","Rowan Burke",1.48,16.4
2581,5,"123537","Met Lounge","Ciara Yoder",6.63,55.28
2582,6,"165508","Rocket","Ciara Yoder",5.02,38.61
2583,2,"143931","J D Bar Corp","Ciara Yoder",0.57,11.31
2584,4,"210539","The Cheesecake Factory","Ciara Yoder",6.11,50.94
2585,4,"180740","Met Lounge","Ciara Yoder",5.68,94.65
2586,2,"145018","Sheffield Wine & Spirits Center","Karley Pennington",1.44,24.04
2587,2,"171756","Sheffield Wine & Spirits Center","Karley Pennington",2.76,55.14
2588,6,"192956","Smokey Bones","Karley Pennington",5.91,39.38
2589,4,"232648","Comedy Cellar","Karley Pennington",3.85,32.11
2590,1,"230635","Henrietta Hudson","Karley Pennington",0.68,34.14
2591,1,"195546","D & J Web Solutions","Casey Barton",0.0,167.96
2592,6,"213927","D & J Web Solutions","Casey Barton",5.22,86.97
2593,4,"174357","Pivots Beach Club","Casey Barton",3.55,118.49
2594,6,"220545","Kells Restaurant","Casey Barton",1.75,34.92
2595,6,"132354","Pivots Beach Club","Casey Barton",8.29,118.49
2596,3,"202802","Rainforest Cafe","Leandro Mcconnell",5.29,37.75
2597,2,"201333","Vault Night Club","Leandro Mcconnell",0.66,9.43
2598,5,"141328","Big Shots Sports Bar & Grill","Leandro Mcconnell",2.07,103.34
2599,5,"174032","New York Dolls","Leandro Mcconnell",0.04,4.23
2600,6,"235237","Rainforest Cafe","Leandro Mcconnell",0.7,70.35
2601,3,"104503","40 Watt Club","Kai Villegas",2.76,18.38
2602,7,"013042","Border Lounge","Kai Villegas",4.54,90.71
2603,4,"124724","40 Watt Club","Kai Villegas",0.63,15.77
2604,2,"180832","MJ's","Kai Villegas",12.34,94.92
2605,7,"095344","Mulligan's Pub","Kai Villegas",3.67,45.82
2606,1,"014858","Sinners Gentlemen's Club","Manuel Terrell",1.63,81.34
2607,1,"142120","Cracker Barrel Old Country Store","Manuel Terrell",2.05,34.2
2608,5,"190904","Sinners Gentlemen's Club","Manuel Terrell",4.48,37.34
2609,4,"144440","Cracker Barrel Old Country Store","Manuel Terrell",0.8,39.81
2610,2,"004701","Applebee's","Manuel Terrell",0.0,72.5
2611,7,"232714","The Old Spaghetti Factory","Izaiah Macdonald",0.28,28.37
2612,7,"203502","Jake's Old City Grill","Izaiah Macdonald",7.76,55.44
2613,4,"101904","Xtc Cabaret","Izaiah Macdonald",0.1,1.73
2614,7,"164416","Wellhead Restaurant-Brew Pub","Izaiah Macdonald",3.26,32.58
2615,3,"231619","The Old Spaghetti Factory","Izaiah Macdonald",0.0,8.51
2616,6,"220749","Station","Alexus Moran",0.72,71.82
2617,3,"061818","Texas Roadhouse","Alexus Moran",12.16,101.37
2618,6,"103927","Tony Roma's","Alexus Moran",0.0,15.44
2619,4,"101607","Hotshots Sports Bar & Grill","Alexus Moran",7.39,92.33
2620,1,"141720","Red Robin","Alexus Moran",10.37,103.72
2621,7,"195408","Crystal Corner Bar","Gauge Melendez",0.0,18.47
2622,5,"023921","Firefly Club","Gauge Melendez",1.02,16.96
2623,6,"200710","Crystal Corner Bar","Gauge Melendez",6.07,60.67
2624,5,"201509","Firefly Club","Gauge Melendez",0.83,10.35
2625,1,"202249","Crystal Corner Bar","Gauge Melendez",5.37,89.53
2626,6,"004808","The Old Spaghetti Factory","Gustavo Whitehead",0.93,10.37
2627,4,"171520","Smitty's Sports Pub","Gustavo Whitehead",11.41,81.48
2628,4,"195505","Lone Star Steakhouse & Saloon","Gustavo Whitehead",7.91,79.08
2629,7,"181024","The Old Spaghetti Factory","Gustavo Whitehead",0.82,20.47
2630,5,"222855","The Old Spaghetti Factory","Gustavo Whitehead",0.64,21.35
2631,4,"214729","J R's Last Laugh Comedy Club","Daniela Collier",2.28,25.29
2632,6,"214754","J R's Last Laugh Comedy Club","Daniela Collier",8.16,74.19
2633,4,"225312","Houlihan's","Daniela Collier",0.29,28.94
2634,3,"232947","J R's Last Laugh Comedy Club","Daniela Collier",4.38,33.66
2635,4,"180653","Big Shots Sports Bar & Grill","Daniela Collier",5.68,43.68
2636,5,"131621","Xtc Cabaret","Braylon Wilcox",5.23,65.38
2637,2,"141704","Double Down Saloon","Braylon Wilcox",1.25,41.7
2638,1,"135237","Sizzler","Braylon Wilcox",2.42,16.1
2639,4,"171417","Pizza Shoppe","Braylon Wilcox",7.31,66.43
2640,3,"124111","Sizzler","Braylon Wilcox",2.55,31.83
2641,1,"180507","Friendly's","Jack Brown",6.32,78.98
2642,4,"172006","Friendly's","Jack Brown",2.33,58.2
2643,7,"193352","Sinners Gentlemen's Club","Jack Brown",2.41,48.2
2644,1,"223802","Lone Star Athletic Football Club","Jack Brown",3.15,21.0
2645,6,"222430","Sinners Gentlemen's Club","Jack Brown",0.17,17.27
2646,3,"001947","Charlie Brown's Steakhouse","Tobias Crawford",12.13,151.59
2647,4,"225116","Hickory Tavern","Tobias Crawford",0.0,60.38
2648,5,"151519","Robert","Tobias Crawford",6.26,89.47
2649,5,"224352","Charlie Brown's Steakhouse","Tobias Crawford",2.84,141.87
2650,6,"121903","Robert","Tobias Crawford",5.37,76.69
2651,2,"175400","Señor Frog's","Maia Petty",4.74,31.59
2652,4,"224142","Benihana","Maia Petty",0.0,4.06
2653,1,"201321","Benihana","Maia Petty",12.48,124.75
2654,2,"104322","Bennigan's","Maia Petty",2.08,25.98
2655,4,"121316","Bennigan's","Maia Petty",4.65,35.78
2656,3,"215323","Tryst Lounge","Jordon Bernard",0.63,20.95
2657,2,"172544","J R's Last Laugh Comedy Club","Jordon Bernard",10.61,70.73
2658,5,"233423","Tryst Lounge","Jordon Bernard",0.48,47.94
2659,2,"002351","Tryst Lounge","Jordon Bernard",2.05,15.79
2660,3,"164148","The Cheesecake Factory","Jordon Bernard",1.68,84.14
2661,2,"222200","Phebe's","Zechariah Jimenez",0.0,55.18
2662,7,"134336","Old Capitol Brew Works","Zechariah Jimenez",19.85,141.82
2663,7,"004702","Phebe's","Zechariah Jimenez",0.0,66.81
2664,2,"203924","Phebe's","Zechariah Jimenez",1.25,125.36
2665,1,"231423","Hilltop Tavern","Zechariah Jimenez",1.47,20.96
2666,5,"112555","Old Country Buffet","Larry Larson",13.0,118.2
2667,6,"193808","Old Country Buffet","Larry Larson",0.0,80.29
2668,3,"131524","Moms Toy Box","Larry Larson",1.77,25.35
2669,1,"102440","Denny's","Larry Larson",2.07,13.8
2670,2,"225555","Moms Toy Box","Larry Larson",1.8,45.12
2671,2,"211048","Fire Bar & Grill","Jonas Bolton",6.25,44.65
2672,5,"003820","Toc Bar","Jonas Bolton",4.87,162.38
2673,7,"151753","Fire Bar & Grill","Jonas Bolton",2.92,36.44
2674,4,"203036","Fire Bar & Grill","Jonas Bolton",2.69,89.59
2675,3,"184617","Fire Bar & Grill","Jonas Bolton",4.65,35.77
2676,2,"223312","Rainforest Cafe","Ireland Maynard",3.41,34.08
2677,5,"153402","Rainforest Cafe","Ireland Maynard",1.2,23.95
2678,5,"164655","Kesler Sports Bar & Grill","Ireland Maynard",2.76,68.97
2679,6,"155555","Uno Chicago Grill","Ireland Maynard",10.31,73.66
2680,5,"192846","Kesler Sports Bar & Grill","Ireland Maynard",1.68,12.03
2681,1,"123308","40 Watt Club","Kolby Mays",9.01,60.04
2682,3,"193835","Savannah Wine Shop","Kolby Mays",0.0,7.23
2683,4,"204547","Savannah Wine Shop","Kolby Mays",2.17,72.31
2684,6,"200612","Savannah Wine Shop","Kolby Mays",0.99,99.38
2685,4,"000939","Daddy-O's","Kolby Mays",0.9,90.4
2686,4,"164828","New West","Kenzie Barr",0.0,25.57
2687,3,"232318","Jake's Old City Grill","Kenzie Barr",6.98,49.89
2688,4,"194025","Maria C. Estabil","Kenzie Barr",3.33,22.2
2689,2,"152346","Maria C. Estabil","Kenzie Barr",0.0,140.32
2690,7,"211107","Jake's Old City Grill","Kenzie Barr",2.16,72.14
2691,4,"173739","Black-eyed Pea","Adriana Moore",0.0,10.82
2692,4,"205513","Black Angus Steakhouse","Adriana Moore",9.96,124.45
2693,6,"223602","Boston Market","Adriana Moore",0.53,13.32
2694,5,"190710","Black Angus Steakhouse","Adriana Moore",1.95,32.42
2695,7,"204504","Pizza Shoppe","Adriana Moore",1.42,35.56
2696,4,"101730","Pei Wei Asian Diner","Karla Hayden",4.19,46.51
2697,2,"110612","Jonathan's Restaurant","Karla Hayden",5.32,53.18
2698,4,"165328","Bob Evans Restaurants","Karla Hayden",1.02,11.28
2699,7,"174754","Bob Evans Restaurants","Karla Hayden",3.95,32.88
2700,2,"134540","Jonathan's Restaurant","Karla Hayden",1.5,29.91
2701,2,"182456","Wolfs Tavern","Nikolai Gonzalez",1.24,31.0
2702,5,"160610","Club Paragon","Nikolai Gonzalez",1.05,13.1
2703,5,"120945","Pivots Beach Club","Nikolai Gonzalez",6.89,98.44
2704,6,"192503","Wolfs Tavern","Nikolai Gonzalez",0.21,20.69
2705,1,"131229","Wolfs Tavern","Nikolai Gonzalez",4.4,29.32
2706,4,"154049","Texas Roadhouse","Asa Rice",13.12,109.33
2707,2,"184653","Station","Asa Rice",3.8,31.64
2708,5,"233527","Stonebridge Village Poa","Asa Rice",1.08,54.01
2709,1,"073815","Hotshots Sports Bar & Grill","Asa Rice",8.79,67.61
2710,4,"102408","Bluepoint Sage Cafe","Asa Rice",5.71,47.56
2711,7,"214121","Quaker Steak & Lube","Allisson Rodgers",8.55,71.26
2712,3,"161714","Modoggies Bar & Grill","Allisson Rodgers",12.01,80.09
2713,4,"225505","Quaker Steak & Lube","Allisson Rodgers",1.44,28.88
2714,1,"181608","Arlene's","Allisson Rodgers",7.61,76.13
2715,5,"013932","California Pizza Kitchen","Allisson Rodgers",0.99,98.81
2716,3,"224336","Golden Corral","Freddy Hopkins",8.91,98.98
2717,5,"221406","Planet Hollywood","Freddy Hopkins",2.22,27.71
2718,1,"014156","Pivots Beach Club","Freddy Hopkins",6.2,47.71
2719,1,"213211","Bottle & Cork","Freddy Hopkins",5.19,39.91
2720,7,"180719","Arlene's","Freddy Hopkins",2.09,69.81
2721,7,"213204","Scooters","Kasey Ingram",0.25,2.31
2722,1,"233226","Tradesman Tavern Inc","Kasey Ingram",3.88,27.71
2723,2,"194215","Scooters","Kasey Ingram",0.59,29.37
2724,1,"224548","Tradesman Tavern Inc","Kasey Ingram",16.34,116.68
2725,3,"174836","Scooters","Kasey Ingram",2.84,40.56
2726,6,"174326","Eight Seconds","Shannon Huerta",3.34,55.73
2727,2,"220522","Station","Shannon Huerta",9.81,122.66
2728,1,"172621","Boston Market","Shannon Huerta",0.78,78.46
2729,7,"212631","Sinners Gentlemen's Club","Shannon Huerta",2.21,73.54
2730,1,"154226","Eight Seconds","Shannon Huerta",3.34,55.66
2731,1,"221128","Twin Peeks","Andre Sweeney",2.87,19.15
2732,3,"003720","Jrbc","Andre Sweeney",11.72,83.74
2733,4,"101618","Twin Peeks","Andre Sweeney",5.32,66.51
2734,1,"184007","Bob Evans Restaurants","Andre Sweeney",1.53,38.18
2735,7,"111603","Rainforest Cafe","Andre Sweeney",3.19,21.29
2736,7,"123357","Barrister S Euro Tavern;","Sidney Carey",0.26,12.94
2737,3,"154328","Wellhead Restaurant-Brew Pub","Sidney Carey",3.13,31.31
2738,6,"111318","Barrister S Euro Tavern;","Sidney Carey",2.64,52.82
2739,6,"214533","Monopole Restaurant","Sidney Carey",4.65,66.46
2740,5,"173917","Boynton Restaurant & Spirits","Sidney Carey",1.87,37.44
2741,5,"132458","Pivots Beach Club","Alondra Delgado",2.86,28.56
2742,6,"143348","Pivots Beach Club","Alondra Delgado",3.03,30.28
2743,1,"231152","Pivots Beach Club","Alondra Delgado",1.84,15.3
2744,4,"235052","Improper Bostonian","Alondra Delgado",3.09,23.78
2745,3,"234157","Pivots Beach Club","Alondra Delgado",2.76,69.06
2746,4,"171026","Hoss's Steak and Sea House","Tiana Zamora",11.27,112.74
2747,6,"173259","Hoss's Steak and Sea House","Tiana Zamora",7.36,52.54
2748,7,"182621","Hoss's Steak and Sea House","Tiana Zamora",11.2,101.82
2749,3,"001755","Planet Hollywood","Tiana Zamora",2.91,58.18
2750,6,"190538","Benihana","Tiana Zamora",4.96,55.08
2751,2,"182207","Town & Country","Dixie Ray",0.75,10.75
2752,6,"123845","Dejavu Nightclub","Dixie Ray",5.33,66.68
2753,3,"213705","Dejavu Nightclub","Dixie Ray",7.02,78.02
2754,7,"174421","Town & Country","Dixie Ray",6.48,92.57
2755,7,"212643","Town & Country","Dixie Ray",7.94,66.13
2756,2,"100654","Ruby Tuesday","Kiersten Giles",7.31,66.44
2757,4,"152739","Ruby Tuesday","Kiersten Giles",1.78,29.62
2758,3,"164019","Ruby Tuesday","Kiersten Giles",6.19,61.86
2759,6,"174618","Ruby Tuesday","Kiersten Giles",5.89,84.08
2760,1,"182306","Shank's Tavern","Kiersten Giles",5.82,72.7
2761,1,"151111","Bottling CO","Alexa Garcia",3.44,34.37
2762,4,"070559","Bennigan's","Alexa Garcia",1.74,11.59
2763,2,"064638","Bennigan's","Alexa Garcia",17.48,124.85
2764,2,"163419","Sizzler","Alexa Garcia",3.26,36.22
2765,7,"134723","Uno Chicago Grill","Alexa Garcia",0.0,17.66
2766,4,"233005","Hard Rock Cafe","Amaya Hays",4.52,41.07
2767,2,"010623","Hard Rock Cafe","Amaya Hays",5.29,105.86
2768,5,"224347","Jake's Old City Grill","Amaya Hays",8.4,70.0
2769,1,"001912","Hard Rock Cafe","Amaya Hays",3.79,63.22
2770,3,"231340","Jake's Old City Grill","Amaya Hays",5.08,56.41
2771,6,"201000","Dixie Taverne","Kristin Horn",7.01,63.75
2772,6,"222352","Dixie Taverne","Kristin Horn",2.59,25.93
2773,3,"183222","Basement","Kristin Horn",11.02,78.74
2774,3,"171340","Basement","Kristin Horn",2.22,111.0
2775,4,"004934","Dixie Taverne","Kristin Horn",2.45,48.96
2776,3,"232228","Border Lounge","Emery Sexton",0.75,75.17
2777,5,"205315","Quaker Steak & Lube","Emery Sexton",0.0,95.24
2778,7,"225430","Twin Peeks","Emery Sexton",8.79,87.86
2779,1,"213727","Tradesman Tavern Inc","Emery Sexton",3.74,62.38
2780,7,"211038","Tradesman Tavern Inc","Emery Sexton",2.91,41.52
2781,6,"142718","Chiquito","Anastasia Osborne",1.98,21.96
2782,5,"122435","Paradise City","Anastasia Osborne",1.7,56.57
2783,6,"220515","Paradise City","Anastasia Osborne",0.25,6.37
2784,1,"224108","J R's Bar & Grill Inc","Anastasia Osborne",3.67,91.67
2785,7,"211906","LongHorn Steakhouse","Anastasia Osborne",2.08,20.81
2786,1,"192402","Casino El Camino Bar & Grill","Edward Garner",1.43,143.26
2787,2,"205444","Stingers Sports Pub & Grill","Edward Garner",9.71,107.85
2788,5,"214114","The Osthelder Saloon","Edward Garner",10.53,80.99
2789,3,"203107","Bahama Breeze","Edward Garner",2.03,101.69
2790,2,"232146","The Osthelder Saloon","Edward Garner",6.01,60.12
2791,2,"172528","Double Olive Lounge","James Hooper",1.64,14.93
2792,7,"140925","Round-Up Saloon","James Hooper",0.0,39.79
2793,7,"163937","Boston Market","James Hooper",4.94,44.94
2794,6,"164548","Bluepoint Sage Cafe","James Hooper",1.49,14.87
2795,2,"165205","Boston Market","James Hooper",0.13,3.16
