trans_id,day,time,date,bar,drinker,tip,total
11721,5,21:24:45,"2016-03-10 21:24:45","Famous Dave's","Brenda Mcdowell",6.59,82.37
11722,3,01:15:07,"2016-07-19 01:15:07","Crystal Corner Bar","Brenda Mcdowell",1.0,99.86
11723,1,11:15:24,"2017-09-24 11:15:24","New York Dolls","Brenda Mcdowell",1.67,167.11
11724,6,22:30:59,"2016-07-22 22:30:59","Famous Dave's","Brenda Mcdowell",1.77,88.55
11725,6,18:20:17,"2016-12-23 18:20:17","Crystal Corner Bar","Brenda Mcdowell",4.91,98.18
11726,3,11:52:58,"2017-12-26 11:52:58","New York Dolls","Brenda Mcdowell",6.56,109.4
11727,5,09:18:20,"2017-08-03 09:18:20","New York Dolls","Brenda Mcdowell",19.95,166.27
11728,2,19:27:30,"2016-07-04 19:27:30","Famous Dave's","Brenda Mcdowell",1.5,150.3
11729,2,21:54:45,"2016-04-04 21:54:45","Crystal Corner Bar","Brenda Mcdowell",1.61,80.39
11730,6,09:28:45,"2017-11-10 09:28:45","New York Dolls","Brenda Mcdowell",4.25,141.55
11731,3,19:47:13,"2016-03-22 19:47:13","Famous Dave's","Brenda Mcdowell",9.37,78.08
11732,6,20:05:35,"2016-12-09 20:05:35","Famous Dave's","Brenda Mcdowell",13.0,118.19
11733,6,12:38:53,"2016-01-01 12:38:53","J R's Last Laugh Comedy Club","Brenda Mcdowell",5.43,36.22
11734,4,02:38:54,"2016-06-01 02:38:54","Famous Dave's","Brenda Mcdowell",6.72,55.98
11735,6,19:20:16,"2017-10-06 19:20:16","Crystal Corner Bar","Brenda Mcdowell",3.16,22.54
11736,2,09:23:40,"2016-01-04 09:23:40","New York Dolls","Brenda Mcdowell",1.84,92.17
11737,4,00:50:59,"2017-05-17 00:50:59","Famous Dave's","Brenda Mcdowell",5.58,69.76
11738,3,17:12:00,"2016-08-23 17:12:00","J R's Last Laugh Comedy Club","Brenda Mcdowell",1.64,20.47
11739,7,01:24:02,"2016-12-03 01:24:02","Famous Dave's","Brenda Mcdowell",1.92,95.94
11740,7,19:46:01,"2016-03-26 19:46:01","J R's Last Laugh Comedy Club","Brenda Mcdowell",4.1,34.13
11741,5,18:53:28,"2017-07-20 18:53:28","Linda's","Cadence Hart",0.0,31.33
11742,1,14:30:55,"2016-10-09 14:30:55","Linda's","Cadence Hart",7.12,118.66
11743,7,12:34:20,"2016-06-25 12:34:20","On the Border Mexican Grill & Cantina","Cadence Hart",1.73,34.67
11744,6,17:51:21,"2017-12-15 17:51:21","Linda's","Cadence Hart",0.72,17.94
11745,3,20:32:47,"2017-07-04 20:32:47","Arena","Cadence Hart",5.1,50.95
11746,7,16:12:11,"2016-01-30 16:12:11","Arena","Cadence Hart",2.19,24.28
11747,4,19:14:16,"2017-11-15 19:14:16","Arena","Cadence Hart",1.02,50.95
11748,6,19:23:06,"2017-07-07 19:23:06","Arena","Cadence Hart",0.58,58.39
11749,5,21:51:03,"2017-06-08 21:51:03","Downtown Lounge","Cadence Hart",22.66,161.89
11750,4,12:35:27,"2017-05-10 12:35:27","On the Border Mexican Grill & Cantina","Cadence Hart",13.51,90.09
11751,7,15:17:45,"2016-06-25 15:17:45","Linda's","Cadence Hart",0.5,25.09
11752,6,20:52:28,"2016-09-23 20:52:28","Arena","Cadence Hart",3.47,43.39
11753,4,18:47:16,"2016-03-09 18:47:16","Linda's","Cadence Hart",8.62,78.4
11754,2,00:38:54,"2017-12-18 00:38:54","On the Border Mexican Grill & Cantina","Cadence Hart",1.72,85.81
11755,4,16:05:00,"2016-06-15 16:05:00","Linda's","Cadence Hart",2.31,77.15
11756,1,20:14:13,"2017-01-01 20:14:13","Downtown Lounge","Cadence Hart",7.32,81.34
11757,1,21:28:27,"2016-03-13 21:28:27","Downtown Lounge","Cadence Hart",21.34,177.83
11758,1,16:35:30,"2016-06-26 16:35:30","Arena","Cadence Hart",0.94,23.44
11759,6,14:44:09,"2017-10-27 14:44:09","Linda's","Cadence Hart",12.79,85.24
11760,5,20:10:19,"2016-09-29 20:10:19","Arena","Cadence Hart",2.92,58.39
11761,5,19:26:36,"2017-11-23 19:26:36","Stanhope House","Gunner Barrett",0.37,6.13
11762,2,11:35:31,"2016-03-28 11:35:31","Paradise City","Gunner Barrett",3.95,79.0
11763,2,02:47:31,"2017-06-26 02:47:31","Perkins Restaurant and Bakery","Gunner Barrett",6.66,95.1
11764,3,17:42:07,"2017-10-24 17:42:07","Maria C. Estabil","Gunner Barrett",2.11,70.44
11765,3,12:05:37,"2016-09-06 12:05:37","Paradise City","Gunner Barrett",10.69,76.37
11766,5,01:38:43,"2017-05-04 01:38:43","Perkins Restaurant and Bakery","Gunner Barrett",15.18,168.63
11767,2,21:55:15,"2017-07-17 21:55:15","Stanhope House","Gunner Barrett",2.72,18.16
11768,2,17:19:53,"2017-09-18 17:19:53","Maria C. Estabil","Gunner Barrett",4.46,74.25
11769,2,23:39:04,"2017-04-03 23:39:04","Perkins Restaurant and Bakery","Gunner Barrett",10.42,148.84
11770,1,13:53:32,"2017-05-07 13:53:32","Maria C. Estabil","Gunner Barrett",5.65,47.06
11771,4,02:27:40,"2017-01-11 02:27:40","Perkins Restaurant and Bakery","Gunner Barrett",12.31,102.61
11772,5,11:38:57,"2017-06-01 11:38:57","Paradise City","Gunner Barrett",8.02,100.24
11773,3,22:10:04,"2017-01-31 22:10:04","Maria C. Estabil","Gunner Barrett",3.95,26.35
11774,5,21:55:52,"2016-02-11 21:55:52","Stanhope House","Gunner Barrett",2.03,101.53
11775,6,19:39:57,"2016-01-01 19:39:57","Stanhope House","Gunner Barrett",1.17,11.72
11776,7,00:22:18,"2016-07-30 00:22:18","Perkins Restaurant and Bakery","Gunner Barrett",6.26,48.17
11777,4,01:24:04,"2016-08-24 01:24:04","Perkins Restaurant and Bakery","Gunner Barrett",5.02,125.41
11778,2,15:05:42,"2016-10-24 15:05:42","Paradise City","Gunner Barrett",0.0,46.16
11779,4,17:06:38,"2017-06-07 17:06:38","Maria C. Estabil","Gunner Barrett",6.91,69.13
11780,6,10:11:36,"2017-04-21 10:11:36","Maria C. Estabil","Gunner Barrett",8.88,98.64
11781,5,09:53:37,"2016-08-04 09:53:37","Opus Mainstreet","Olive Maldonado",2.01,100.36
11782,7,22:40:05,"2017-02-11 22:40:05","Quaker Steak & Lube","Olive Maldonado",4.54,90.82
11783,2,17:32:44,"2017-02-06 17:32:44","Quaker Steak & Lube","Olive Maldonado",5.13,85.58
11784,4,18:48:06,"2017-08-02 18:48:06","Cheese Burger in Paradise","Olive Maldonado",16.0,123.1
11785,1,12:52:38,"2017-01-01 12:52:38","Opus Mainstreet","Olive Maldonado",5.55,50.49
11786,6,17:39:49,"2016-08-26 17:39:49","Tradesman Tavern Inc","Olive Maldonado",14.66,122.16
11787,2,10:51:11,"2016-12-19 10:51:11","Opus Mainstreet","Olive Maldonado",3.03,20.18
11788,6,21:41:26,"2016-08-12 21:41:26","Cheese Burger in Paradise","Olive Maldonado",4.37,29.13
11789,7,20:43:21,"2017-11-25 20:43:21","Swamp Sports Bar & Restaurant","Olive Maldonado",0.31,31.22
11790,5,22:40:35,"2017-04-13 22:40:35","Swamp Sports Bar & Restaurant","Olive Maldonado",0.58,14.58
11791,1,20:52:50,"2017-02-05 20:52:50","Swamp Sports Bar & Restaurant","Olive Maldonado",0.0,13.8
11792,7,11:31:17,"2016-01-30 11:31:17","Town & Country","Olive Maldonado",7.81,97.63
11793,2,09:44:53,"2016-01-25 09:44:53","Opus Mainstreet","Olive Maldonado",4.72,52.45
11794,3,14:35:28,"2016-11-22 14:35:28","Swamp Sports Bar & Restaurant","Olive Maldonado",6.98,53.67
11795,5,11:40:58,"2016-11-17 11:40:58","Opus Mainstreet","Olive Maldonado",9.63,96.35
11796,5,12:49:16,"2016-04-14 12:49:16","Opus Mainstreet","Olive Maldonado",9.25,132.15
11797,2,12:12:43,"2016-05-30 12:12:43","Opus Mainstreet","Olive Maldonado",3.17,35.17
11798,5,17:29:21,"2016-10-27 17:29:21","Cheese Burger in Paradise","Olive Maldonado",3.41,48.67
11799,5,08:16:35,"2017-01-05 08:16:35","Tradesman Tavern Inc","Olive Maldonado",0.0,47.91
11800,5,20:42:00,"2016-01-28 20:42:00","Swamp Sports Bar & Restaurant","Olive Maldonado",4.72,67.4
11801,5,23:30:55,"2016-10-06 23:30:55","Sinners Gentlemen's Club","Austin Cantrell",2.26,75.31
11802,1,21:22:51,"2017-12-03 21:22:51","Kainoa's Sports Bar & Restrnt","Austin Cantrell",0.36,17.79
11803,6,00:26:37,"2017-08-18 00:26:37","Sinners Gentlemen's Club","Austin Cantrell",3.33,25.63
11804,6,23:53:25,"2016-01-01 23:53:25","Sinners Gentlemen's Club","Austin Cantrell",2.57,51.35
11805,3,02:22:07,"2016-08-09 02:22:07","Kainoa's Sports Bar & Restrnt","Austin Cantrell",0.0,25.33
11806,7,02:28:36,"2016-07-23 02:28:36","Kainoa's Sports Bar & Restrnt","Austin Cantrell",10.98,73.18
11807,4,21:44:37,"2016-03-02 21:44:37","Kainoa's Sports Bar & Restrnt","Austin Cantrell",11.39,81.39
11808,6,01:38:43,"2016-12-23 01:38:43","Kainoa's Sports Bar & Restrnt","Austin Cantrell",0.45,22.57
11809,1,00:19:12,"2017-05-28 00:19:12","Sinners Gentlemen's Club","Austin Cantrell",2.89,28.89
11810,5,20:48:17,"2016-12-15 20:48:17","Sinners Gentlemen's Club","Austin Cantrell",1.97,14.08
11811,6,22:49:50,"2017-05-12 22:49:50","Sinners Gentlemen's Club","Austin Cantrell",1.88,46.92
11812,6,03:20:07,"2017-10-20 03:20:07","Kainoa's Sports Bar & Restrnt","Austin Cantrell",0.65,65.4
11813,7,21:27:21,"2016-11-19 21:27:21","Sinners Gentlemen's Club","Austin Cantrell",4.03,100.74
11814,5,00:26:42,"2016-08-11 00:26:42","Sinners Gentlemen's Club","Austin Cantrell",10.8,83.07
11815,5,03:33:11,"2017-07-27 03:33:11","Kainoa's Sports Bar & Restrnt","Austin Cantrell",5.25,40.41
11816,2,23:39:33,"2016-08-22 23:39:33","Sinners Gentlemen's Club","Austin Cantrell",6.17,61.67
11817,5,02:28:18,"2016-04-14 02:28:18","Kainoa's Sports Bar & Restrnt","Austin Cantrell",0.5,16.52
11818,5,21:22:45,"2017-08-03 21:22:45","Sinners Gentlemen's Club","Austin Cantrell",0.3,14.93
11819,4,02:38:05,"2016-11-30 02:38:05","Kainoa's Sports Bar & Restrnt","Austin Cantrell",4.07,81.39
11820,4,22:40:09,"2016-08-10 22:40:09","Sinners Gentlemen's Club","Austin Cantrell",4.46,111.54
11821,5,10:05:13,"2016-02-25 10:05:13","Stonebridge Village Poa","Keenan Cole",2.18,72.56
11822,7,10:46:05,"2016-10-08 10:46:05","Bluepoint Sage Cafe","Keenan Cole",8.92,89.18
11823,5,16:50:53,"2017-04-20 16:50:53","Station","Keenan Cole",0.49,6.98
11824,4,17:19:09,"2017-10-18 17:19:09","Texas Roadhouse","Keenan Cole",5.1,33.98
11825,7,12:07:10,"2016-07-02 12:07:10","Star Tavern & Pizzeria","Keenan Cole",0.51,12.79
11826,6,12:46:07,"2017-02-10 12:46:07","Bluepoint Sage Cafe","Keenan Cole",0.0,56.83
11827,4,09:05:39,"2017-03-22 09:05:39","Station","Keenan Cole",6.75,74.97
11828,1,06:07:11,"2017-11-19 06:07:11","Bluepoint Sage Cafe","Keenan Cole",0.27,8.86
11829,6,14:09:04,"2016-09-30 14:09:04","Texas Roadhouse","Keenan Cole",7.31,56.24
11830,2,16:55:25,"2016-04-18 16:55:25","Texas Roadhouse","Keenan Cole",3.36,67.23
11831,7,06:34:22,"2017-10-07 06:34:22","Station","Keenan Cole",2.34,46.86
11832,6,21:54:29,"2017-10-06 21:54:29","Star Tavern & Pizzeria","Keenan Cole",1.92,63.86
11833,5,08:46:57,"2017-11-09 08:46:57","Bluepoint Sage Cafe","Keenan Cole",2.92,48.6
11834,3,16:28:32,"2016-11-15 16:28:32","Texas Roadhouse","Keenan Cole",2.1,35.02
11835,6,22:37:54,"2017-09-22 22:37:54","Star Tavern & Pizzeria","Keenan Cole",0.75,37.5
11836,1,16:12:22,"2017-08-27 16:12:22","Star Tavern & Pizzeria","Keenan Cole",8.65,57.65
11837,5,19:46:14,"2017-05-04 19:46:14","Star Tavern & Pizzeria","Keenan Cole",0.74,18.52
11838,6,18:43:24,"2016-03-04 18:43:24","Texas Roadhouse","Keenan Cole",0.34,33.82
11839,6,08:43:58,"2017-12-29 08:43:58","Station","Keenan Cole",5.13,57.01
11840,7,17:39:13,"2017-04-22 17:39:13","Star Tavern & Pizzeria","Keenan Cole",0.84,84.41
11841,1,20:46:13,"2016-10-16 20:46:13","California Pizza Kitchen","Tess Cherry",5.64,80.5
11842,3,00:40:54,"2017-08-15 00:40:54","Kainoa's Sports Bar & Restrnt","Tess Cherry",5.87,45.16
11843,4,16:21:39,"2017-08-16 16:21:39","Milo's Sports Tavern","Tess Cherry",0.0,21.73
11844,1,23:40:52,"2016-07-10 23:40:52","Famous Dave's","Tess Cherry",0.94,46.8
11845,4,21:47:25,"2017-01-18 21:47:25","California Pizza Kitchen","Tess Cherry",5.5,109.96
11846,5,22:35:29,"2017-06-22 22:35:29","Famous Dave's","Tess Cherry",9.02,150.3
11847,7,01:32:10,"2016-06-11 01:32:10","Famous Dave's","Tess Cherry",1.09,54.47
11848,4,02:28:53,"2016-06-15 02:28:53","Famous Dave's","Tess Cherry",6.55,109.19
11849,6,00:47:41,"2016-11-11 00:47:41","Famous Dave's","Tess Cherry",12.04,80.27
11850,7,16:05:36,"2017-03-18 16:05:36","Milo's Sports Tavern","Tess Cherry",12.84,85.62
11851,2,11:15:56,"2016-09-12 11:15:56","Milo's Sports Tavern","Tess Cherry",2.57,19.78
11852,4,11:35:30,"2017-10-11 11:35:30","Met Lounge","Tess Cherry",3.33,27.71
11853,6,13:53:05,"2016-02-05 13:53:05","Met Lounge","Tess Cherry",3.13,34.74
11854,7,12:54:25,"2017-09-02 12:54:25","Met Lounge","Tess Cherry",2.22,55.61
11855,3,22:53:26,"2016-03-22 22:53:26","California Pizza Kitchen","Tess Cherry",15.5,129.17
11856,3,23:45:53,"2016-07-19 23:45:53","Famous Dave's","Tess Cherry",5.88,97.95
11857,2,17:26:51,"2017-01-30 17:26:51","Crystal Corner Bar","Tess Cherry",5.51,91.88
11858,6,23:39:15,"2017-11-24 23:39:15","Crystal Corner Bar","Tess Cherry",1.95,97.33
11859,3,08:54:41,"2017-07-04 08:54:41","California Pizza Kitchen","Tess Cherry",0.61,8.71
11860,1,11:18:26,"2017-03-05 11:18:26","Milo's Sports Tavern","Tess Cherry",1.17,29.2
11861,4,08:46:08,"2016-10-26 08:46:08","Tryst Lounge","Elijah Gonzales",8.34,55.63
11862,7,01:15:19,"2017-10-28 01:15:19","Tryst Lounge","Elijah Gonzales",18.13,151.11
11863,3,16:18:36,"2017-05-09 16:18:36","The Cheesecake Factory","Elijah Gonzales",1.91,38.28
11864,7,20:37:28,"2017-02-25 20:37:28","Famous Dave's","Elijah Gonzales",15.98,106.54
11865,4,23:26:00,"2016-03-23 23:26:00","Tryst Lounge","Elijah Gonzales",0.77,12.79
11866,5,21:51:45,"2016-10-20 21:51:45","T.G.I. Friday's","Elijah Gonzales",8.16,58.25
11867,4,19:10:59,"2017-07-05 19:10:59","J R's Last Laugh Comedy Club","Elijah Gonzales",1.14,22.88
11868,6,00:48:26,"2017-04-21 00:48:26","T.G.I. Friday's","Elijah Gonzales",0.9,29.85
11869,2,14:29:08,"2016-02-15 14:29:08","The Cheesecake Factory","Elijah Gonzales",0.55,54.79
11870,5,19:47:23,"2017-11-16 19:47:23","J R's Last Laugh Comedy Club","Elijah Gonzales",7.07,47.11
11871,5,15:16:07,"2017-10-26 15:16:07","J R's Last Laugh Comedy Club","Elijah Gonzales",0.39,12.98
11872,6,16:53:14,"2016-03-25 16:53:14","The Cheesecake Factory","Elijah Gonzales",17.7,136.17
11873,2,17:44:11,"2017-05-08 17:44:11","Tryst Lounge","Elijah Gonzales",5.43,45.28
11874,7,19:34:53,"2017-10-21 19:34:53","Famous Dave's","Elijah Gonzales",13.45,96.1
11875,4,17:33:38,"2017-10-04 17:33:38","The Cheesecake Factory","Elijah Gonzales",2.51,27.86
11876,3,14:34:13,"2016-07-12 14:34:13","The Cheesecake Factory","Elijah Gonzales",9.61,106.75
11877,6,22:52:49,"2017-02-24 22:52:49","Famous Dave's","Elijah Gonzales",2.82,35.2
11878,2,23:16:24,"2016-07-04 23:16:24","J R's Last Laugh Comedy Club","Elijah Gonzales",0.0,55.44
11879,1,17:48:28,"2017-01-01 17:48:28","The Cheesecake Factory","Elijah Gonzales",11.24,74.96
11880,7,13:45:58,"2016-03-12 13:45:58","The Cheesecake Factory","Elijah Gonzales",4.3,143.24
11881,2,17:46:24,"2016-12-12 17:46:24","Wellhead Restaurant-Brew Pub","Zaria Hickman",1.8,16.39
11882,3,10:53:56,"2016-11-01 10:53:56","Twin Peeks","Zaria Hickman",6.59,82.35
11883,1,22:30:05,"2017-01-29 22:30:05","Swamp Sports Bar & Restaurant","Zaria Hickman",9.18,65.55
11884,5,22:16:05,"2016-09-29 22:16:05","Swamp Sports Bar & Restaurant","Zaria Hickman",0.0,6.37
11885,2,11:07:46,"2017-10-02 11:07:46","Boynton Restaurant & Spirits","Zaria Hickman",2.17,54.37
11886,3,16:14:41,"2016-03-22 16:14:41","Swamp Sports Bar & Restaurant","Zaria Hickman",0.0,33.9
11887,6,10:47:02,"2017-11-17 10:47:02","Twin Peeks","Zaria Hickman",0.35,11.79
11888,6,08:33:00,"2016-05-13 08:33:00","Boynton Restaurant & Spirits","Zaria Hickman",0.62,12.5
11889,1,12:48:53,"2016-12-04 12:48:53","Wellhead Restaurant-Brew Pub","Zaria Hickman",3.41,56.84
11890,6,23:29:17,"2017-03-31 23:29:17","Boynton Restaurant & Spirits","Zaria Hickman",3.82,95.56
11891,2,12:52:56,"2017-10-02 12:52:56","Swamp Sports Bar & Restaurant","Zaria Hickman",3.54,59.02
11892,1,00:12:47,"2017-08-13 00:12:47","Boynton Restaurant & Spirits","Zaria Hickman",0.41,41.03
11893,6,22:06:19,"2016-01-01 22:06:19","Swamp Sports Bar & Restaurant","Zaria Hickman",1.12,27.96
11894,1,18:23:53,"2017-04-09 18:23:53","Boynton Restaurant & Spirits","Zaria Hickman",0.38,38.28
11895,1,15:11:27,"2016-06-19 15:11:27","Twin Peeks","Zaria Hickman",5.4,77.14
11896,1,14:08:20,"2017-10-22 14:08:20","Wellhead Restaurant-Brew Pub","Zaria Hickman",0.0,31.32
11897,2,01:48:11,"2016-05-23 01:48:11","Twin Peeks","Zaria Hickman",4.64,38.63
11898,4,20:05:04,"2017-11-01 20:05:04","Swamp Sports Bar & Restaurant","Zaria Hickman",1.83,61.11
11899,5,18:45:09,"2016-03-24 18:45:09","Wellhead Restaurant-Brew Pub","Zaria Hickman",11.13,85.62
11900,4,19:06:45,"2016-05-25 19:06:45","Wellhead Restaurant-Brew Pub","Zaria Hickman",3.95,56.44
11901,4,18:17:20,"2016-12-21 18:17:20","P. F. Chang's China Bistro","Savanna Bradshaw",0.13,13.1
11902,5,19:35:47,"2016-12-15 19:35:47","Sportsman","Savanna Bradshaw",1.27,63.43
11903,1,13:29:35,"2017-07-16 13:29:35","Saturn","Savanna Bradshaw",2.21,44.14
11904,1,01:30:14,"2017-03-05 01:30:14","Boynton Restaurant & Spirits","Savanna Bradshaw",1.21,9.29
11905,4,17:48:03,"2016-02-24 17:48:03","Heart Attack Grill","Savanna Bradshaw",4.89,81.57
11906,1,16:20:27,"2017-01-01 16:20:27","Boynton Restaurant & Spirits","Savanna Bradshaw",0.0,39.61
11907,3,20:55:13,"2016-11-08 20:55:13","Sportsman","Savanna Bradshaw",0.01,1.18
11908,4,14:27:26,"2016-07-06 14:27:26","Saturn","Savanna Bradshaw",1.13,8.68
11909,3,16:11:23,"2017-09-05 16:11:23","Saturn","Savanna Bradshaw",2.26,28.22
11910,7,19:11:12,"2016-04-16 19:11:12","Old Capitol Brew Works","Savanna Bradshaw",1.66,18.45
11911,2,00:23:04,"2016-12-19 00:23:04","Boynton Restaurant & Spirits","Savanna Bradshaw",2.61,43.58
11912,6,20:17:31,"2016-05-13 20:17:31","Sportsman","Savanna Bradshaw",1.21,12.07
11913,2,18:06:59,"2017-01-02 18:06:59","Boynton Restaurant & Spirits","Savanna Bradshaw",5.45,68.07
11914,6,17:42:35,"2017-10-27 17:42:35","P. F. Chang's China Bistro","Savanna Bradshaw",3.77,26.95
11915,7,14:05:00,"2016-03-26 14:05:00","Heart Attack Grill","Savanna Bradshaw",1.56,52.1
11916,3,15:28:17,"2017-07-04 15:28:17","Saturn","Savanna Bradshaw",5.42,90.38
11917,1,15:22:21,"2017-12-10 15:22:21","Heart Attack Grill","Savanna Bradshaw",8.48,94.17
11918,7,17:27:45,"2017-05-20 17:27:45","Heart Attack Grill","Savanna Bradshaw",13.64,136.43
11919,2,19:21:51,"2016-05-02 19:21:51","Sportsman","Savanna Bradshaw",6.34,90.53
11920,7,22:07:58,"2016-08-20 22:07:58","Sportsman","Savanna Bradshaw",9.08,64.84
11921,2,16:55:30,"2016-09-19 16:55:30","Bubba Gump Shrimp Company","Veronica Harrison",5.96,149.01
11922,5,21:51:01,"2017-02-16 21:51:01","Bob Evans Restaurants","Veronica Harrison",12.36,123.57
11923,1,22:14:37,"2017-01-01 22:14:37","Uno Chicago Grill","Veronica Harrison",3.07,61.36
11924,4,09:12:35,"2017-08-02 09:12:35","Planet Hollywood","Veronica Harrison",0.0,73.82
11925,4,20:19:31,"2017-03-15 20:19:31","Uno Chicago Grill","Veronica Harrison",1.11,55.64
11926,5,22:09:55,"2017-02-23 22:09:55","Bob Evans Restaurants","Veronica Harrison",0.0,68.61
11927,2,15:10:33,"2017-04-24 15:10:33","Bubba Gump Shrimp Company","Veronica Harrison",0.0,84.89
11928,7,09:16:01,"2017-07-01 09:16:01","Planet Hollywood","Veronica Harrison",3.08,77.02
11929,4,19:50:20,"2017-05-03 19:50:20","Uno Chicago Grill","Veronica Harrison",3.68,52.52
11930,7,19:39:32,"2016-01-30 19:39:32","Uno Chicago Grill","Veronica Harrison",0.41,3.12
11931,1,17:17:35,"2017-01-01 17:17:35","Bubba Gump Shrimp Company","Veronica Harrison",2.95,36.82
11932,2,10:18:17,"2017-03-06 10:18:17","Bob Evans Restaurants","Veronica Harrison",1.49,37.29
11933,2,20:46:02,"2016-05-16 20:46:02","Uno Chicago Grill","Veronica Harrison",6.65,66.53
11934,7,20:42:54,"2017-07-08 20:42:54","Uno Chicago Grill","Veronica Harrison",1.37,17.07
11935,3,10:29:19,"2016-01-05 10:29:19","Planet Hollywood","Veronica Harrison",4.23,60.44
11936,1,07:36:43,"2016-10-02 07:36:43","Bob Evans Restaurants","Veronica Harrison",5.03,100.58
11937,2,21:31:36,"2017-10-16 21:31:36","Uno Chicago Grill","Veronica Harrison",6.07,60.65
11938,5,20:28:01,"2016-12-15 20:28:01","Uno Chicago Grill","Veronica Harrison",5.67,47.23
11939,2,12:39:15,"2017-09-11 12:39:15","Planet Hollywood","Veronica Harrison",3.27,23.36
11940,1,00:06:26,"2017-10-22 00:06:26","Bubba Gump Shrimp Company","Veronica Harrison",0.52,52.03
11941,2,16:21:13,"2017-07-17 16:21:13","Club Paragon","Makenna Grant",5.03,45.7
11942,4,13:11:47,"2016-07-06 13:11:47","Friendly's","Makenna Grant",5.06,101.14
11943,7,18:26:52,"2016-04-02 18:26:52","Friendly's","Makenna Grant",2.21,31.59
11944,6,17:40:56,"2017-12-01 17:40:56","Wellhead Restaurant-Brew Pub","Makenna Grant",0.0,29.85
11945,5,16:44:16,"2017-02-02 16:44:16","The Osthelder Saloon","Makenna Grant",6.52,54.33
11946,7,23:44:21,"2016-11-12 23:44:21","Off Broadway","Makenna Grant",7.86,87.3
11947,1,15:42:54,"2017-12-31 15:42:54","Off Broadway","Makenna Grant",0.26,12.79
11948,6,13:29:08,"2016-04-08 13:29:08","Club Paragon","Makenna Grant",0.71,71.5
11949,3,11:46:24,"2017-07-04 11:46:24","Friendly's","Makenna Grant",0.0,85.75
11950,4,11:38:25,"2017-07-19 11:38:25","Friendly's","Makenna Grant",1.63,27.23
11951,1,17:27:15,"2017-10-29 17:27:15","Friendly's","Makenna Grant",0.34,8.57
11952,1,19:27:16,"2017-01-01 19:27:16","Robert","Makenna Grant",0.18,18.0
11953,4,21:23:16,"2017-11-29 21:23:16","The Osthelder Saloon","Makenna Grant",7.88,65.64
11954,7,17:49:39,"2017-01-14 17:49:39","Robert","Makenna Grant",2.02,101.04
11955,2,14:28:01,"2016-07-18 14:28:01","Robert","Makenna Grant",4.3,107.41
11956,7,12:27:46,"2017-01-21 12:27:46","Robert","Makenna Grant",8.69,96.54
11957,3,19:48:12,"2017-04-18 19:48:12","Off Broadway","Makenna Grant",0.38,12.79
11958,7,19:32:42,"2017-06-03 19:32:42","The Osthelder Saloon","Makenna Grant",2.17,27.1
11959,2,01:10:08,"2017-06-26 01:10:08","Crystal Corner Bar","Makenna Grant",0.24,23.95
11960,3,13:28:13,"2017-02-07 13:28:13","Club Paragon","Makenna Grant",1.09,21.81
11961,1,18:53:55,"2017-03-19 18:53:55","Tradesman Tavern Inc","Haiden Livingston",4.1,68.38
11962,3,17:20:45,"2016-06-07 17:20:45","Scooters","Haiden Livingston",3.4,56.74
11963,5,19:48:17,"2016-07-14 19:48:17","Tradesman Tavern Inc","Haiden Livingston",11.05,100.42
11964,3,10:06:05,"2017-02-07 10:06:05","Tradesman Tavern Inc","Haiden Livingston",0.51,8.43
11965,3,14:31:01,"2017-12-12 14:31:01","Tweed's Pub Restaurant","Haiden Livingston",4.68,33.46
11966,5,13:20:22,"2017-08-03 13:20:22","Scooters","Haiden Livingston",0.0,52.75
11967,2,17:26:44,"2017-07-31 17:26:44","Scooters","Haiden Livingston",5.0,33.31
11968,7,08:12:15,"2016-02-06 08:12:15","Scooters","Haiden Livingston",0.0,23.73
11969,4,12:23:39,"2016-08-03 12:23:39","Tweed's Pub Restaurant","Haiden Livingston",0.47,3.93
11970,6,16:54:29,"2017-03-24 16:54:29","Scooters","Haiden Livingston",3.68,61.39
11971,2,07:42:26,"2016-02-01 07:42:26","Tradesman Tavern Inc","Haiden Livingston",8.23,54.84
11972,7,11:41:00,"2016-09-03 11:41:00","Tradesman Tavern Inc","Haiden Livingston",0.0,28.65
11973,6,15:41:35,"2016-12-23 15:41:35","Scooters","Haiden Livingston",0.0,81.72
11974,7,06:32:46,"2017-01-21 06:32:46","Scooters","Haiden Livingston",5.93,53.95
11975,6,18:34:13,"2016-03-18 18:34:13","Tradesman Tavern Inc","Haiden Livingston",3.5,35.01
11976,7,12:53:48,"2017-02-25 12:53:48","Tweed's Pub Restaurant","Haiden Livingston",2.71,33.92
11977,4,19:34:30,"2017-12-13 19:34:30","Tradesman Tavern Inc","Haiden Livingston",0.73,72.62
11978,2,16:45:16,"2016-12-19 16:45:16","Scooters","Haiden Livingston",4.42,49.13
11979,5,17:44:14,"2017-02-02 17:44:14","Scooters","Haiden Livingston",0.26,8.74
11980,7,13:22:31,"2017-06-03 13:22:31","Tweed's Pub Restaurant","Haiden Livingston",3.38,37.57
11981,4,16:41:09,"2016-04-06 16:41:09","Club 101","Rachel Guerrero",2.14,107.12
11982,3,17:51:51,"2016-05-24 17:51:51","Pivots Beach Club","Rachel Guerrero",4.9,44.51
11983,1,12:07:02,"2017-01-01 12:07:02","Pivots Beach Club","Rachel Guerrero",10.26,93.27
11984,3,11:49:18,"2017-01-03 11:49:18","Club Paragon","Rachel Guerrero",0.46,22.88
